ADM3_PCODE,elev_min,elev_max,elev_mean,elev_std,elev_median
NP0331407,209.0,2123.0,571.2316441005803,270.80517638278417,483.0
NP0331408,146.0,1248.0,429.91991691104596,174.89536101952922,399.0
NP0331595,244.0,763.0,417.3202508128193,133.4527888761852,362.0
NP0331597,234.0,666.0,415.57520158934204,118.91571943928375,427.0
NP0335101,136.0,1171.0,243.07378702063863,158.12056194468315,193.0
NP0335301,200.0,1926.0,570.7672597864769,357.61412138319463,455.0
NP0335302,176.0,255.0,201.05580159433126,12.887861527655756,197.0
NP0335303,182.0,659.0,224.84605834885164,64.62340805061312,205.0
NP0335304,207.0,1917.0,623.0766781165021,386.45903882423397,507.0
NP0335305,0.0,863.0,326.89304756926293,129.84843427246486,314.0
NP0335401,224.0,1918.0,988.270534698521,402.57807307709544,1011.0
NP0335597,0.0,739.0,301.2567624257476,140.6895335397461,260.0
NP0436301,346.0,1422.0,635.8282688546486,182.8628661824313,591.0
NP0436302,278.0,1513.0,731.0892539199357,242.07709097952022,718.0
NP0436401,0.0,8069.0,4400.218596213863,1075.7079312441529,4499.0
NP0436402,587.0,5734.0,2482.9276147594155,1181.8965266105329,2277.0
NP0436403,488.0,5369.0,1792.630915182773,869.7340578485548,1541.0
NP0436404,642.0,7305.0,3295.302254454459,1244.1002555149612,3205.0
NP0436405,402.0,1969.0,1051.6235396470295,339.81794662849506,1034.0
NP0436406,483.0,3361.0,1646.5988331059145,758.194288119607,1495.0
NP0436407,387.0,1231.0,754.9105326152005,176.04127186071992,744.0
NP0436408,240.0,1697.0,822.3597905120253,268.3133799672373,817.0
NP0436409,258.0,1711.0,813.2609999388043,320.1522945379159,787.0
NP0437301,374.0,1496.0,777.677794000531,247.0469321129833,743.0
NP0437302,559.0,2579.0,1153.9073953460831,355.73473515808666,1097.0
NP0437303,495.0,1616.0,900.6251440544788,235.47319294485416,872.0
NP0437304,439.0,1657.0,919.9754020813623,312.6873999637468,884.0
NP0437401,585.0,4594.0,1832.3012997073506,821.632383915419,1613.5
NP0437402,743.0,7372.0,2904.5186578944044,1182.6923735581893,2793.0
NP0437403,523.0,7844.0,2901.398167860138,1567.1937728045648,2564.0
NP0437404,651.0,4796.0,2114.312558506183,910.0246132523419,1903.0
NP0438401,2711.0,7923.0,4855.499772559892,846.0360231741246,4899.0
NP0438402,0.0,7098.0,5232.038942976356,660.416706265079,5316.0
NP0438403,2295.0,6916.0,4155.220938007451,942.6537930023333,4200.0
NP0438404,1475.0,8044.0,4430.917836989265,1084.3207656999175,4406.0
NP0439101,500.0,2643.0,1036.5194063369624,343.4761843664969,959.0
NP0439401,830.0,8023.0,3427.2603689131142,1613.7719696530446,3097.0
NP0439402,1025.0,7497.0,3297.1905651500056,1456.0959848275759,3175.0
NP0439403,522.0,7915.0,2905.2014414510963,1642.5888200240647,2592.0
NP0439404,386.0,1409.0,770.6076413815107,208.08812139785027,750.0
NP0440301,439.0,1524.0,753.3807535220963,199.06283872690324,722.0
NP0440302,268.0,1634.0,609.3527489309713,201.70705630670332,575.0
NP0440303,361.0,1628.0,721.75620971384,214.2178703743826,677.0
NP0440304,359.0,1324.0,702.8238014400281,174.57684544604444,692.0
NP0440401,325.0,1075.0,633.8150554571109,144.4990688217436,617.0
NP0440402,267.0,1125.0,561.1848941148239,163.9258025319909,543.0
NP0440403,234.0,1258.0,645.7507663037734,202.9782773015266,633.0
NP0440404,238.0,1627.0,721.9611744541322,229.41614654724336,692.0
NP0440405,208.0,2117.0,873.8181495293909,396.4707866558172,829.0
NP0440406,186.0,1615.0,670.1644552242356,324.5422811711028,633.0
NP0441301,556.0,1905.0,1064.526518457668,226.91413400397192,1033.0
NP0441302,640.0,1803.0,1128.8172407120744,268.5778971887497,1111.0
NP0441303,349.0,1751.0,878.6806001481847,296.8912165496769,831.0
NP0441304,568.0,1782.0,1050.717895852969,228.25653900118135,1021.0
NP0441305,308.0,1400.0,636.333689033959,215.95668359987522,602.0
NP0441401,837.0,2251.0,1384.8512001737809,325.6817835035177,1333.0
NP0441402,819.0,2156.0,1365.8757830201253,264.1382847750582,1317.0
NP0441403,774.0,2213.0,1338.4564528899446,290.8427104163967,1325.0
NP0441404,468.0,1609.0,925.9437465434147,230.30609047678422,910.0
NP0441405,396.0,1510.0,950.0973520249221,245.78643804942016,958.0
NP0441406,402.0,1441.0,790.8323556653288,219.83278888554392,780.0
NP0442301,678.0,2457.0,1277.6697478310225,336.6242991007443,1254.0
NP0442302,617.0,2259.0,1256.476081200353,339.6876991046874,1229.0
NP0442401,746.0,2995.0,1723.1520483915315,500.9898134826979,1734.0
NP0442402,771.0,3294.0,1879.0491777439186,611.188053339931,1809.0
NP0442403,526.0,2172.0,1024.323425097112,333.19783984865103,920.0
NP0442404,753.0,2235.0,1503.4463985318855,292.53276650213894,1519.0
NP0442405,601.0,1801.0,1000.6637058092024,225.47042249953105,961.0
NP0443301,999.0,3972.0,2304.915437195452,578.8026167254544,2313.0
NP0443302,760.0,3436.0,1978.2523415335588,552.395912901285,1924.0
NP0443303,654.0,2666.0,1445.3956774095004,404.93492029498316,1429.0
NP0443304,578.0,2686.0,1385.8353382980079,436.48213728141843,1332.0
NP0443401,1027.0,3912.0,2355.436497161195,567.2744746493689,2342.0
NP0443402,1289.0,3871.0,2556.0021177467174,507.13658929209475,2532.0
NP0443403,733.0,3464.0,1872.7573619502302,541.4139697436314,1867.0
NP0443404,1337.0,3461.0,2354.970939374527,379.8607623013575,2341.0
NP0443405,1002.0,2768.0,1781.3512528473805,377.5661729230891,1762.0
NP0443406,991.0,2747.0,1887.9384414541073,348.8515625013476,1866.0
NP0443598,2497.0,4658.0,3505.8417952246446,427.6897170894527,3488.0
NP0444301,777.0,2626.0,1504.4808204319102,433.75990184937433,1471.0
NP0444401,1136.0,8120.0,3959.0193882022963,1474.5899544853112,3664.0
NP0444402,873.0,8147.0,3090.55536136323,1187.521421415978,2850.0
NP0444403,954.0,8031.0,3555.317003506017,1479.2807386434167,3183.0
NP0444404,1065.0,3503.0,2085.828823288233,477.12247387581436,2078.0
NP0444405,914.0,3003.0,1836.95,476.3195102587557,1806.0
NP0444598,2970.0,7239.0,4221.112491548343,760.581118033445,4128.0
NP0445401,0.0,6303.0,4719.668127461215,642.7190201356196,4644.0
NP0445402,0.0,6726.0,4948.890456159093,850.3768539570059,5214.0
NP0445403,2778.0,6507.0,4712.365082996517,928.9416239565317,4860.0
NP0445404,2553.0,6981.0,4145.073263897127,855.1864216594374,4102.0
NP0445405,1635.0,6855.0,3819.6718173791096,1043.3427699260478,3707.0
NP0447301,115.0,1058.0,289.75065890085574,186.47331903373026,217.0
NP0447302,132.0,1263.0,225.15055722997127,143.7418732431041,181.0
NP0447303,155.0,1820.0,552.4897986667564,379.29179184770055,473.0
NP0447304,163.0,1506.0,392.6513348191,217.22819615782066,340.0
NP0447401,271.0,1782.0,818.85963030203,375.5339142675027,721.0
NP0447402,229.0,1857.0,734.2858829568788,351.6370889808274,661.0
NP0447403,182.0,1738.0,673.3207970811114,361.00359224394003,641.0
NP0447404,102.0,1401.0,383.3823467397607,235.75844522891254,304.0
NP0447597,113.0,829.0,219.71896316507502,137.96202873036876,163.0
NP0546301,440.0,1564.0,1020.0527986748568,248.01870906759083,1031.0
NP0546302,296.0,1436.0,617.2131046776077,234.02821385115664,558.0
NP0546401,330.0,1925.0,1125.7030940274067,303.708196236967,1122.0
NP0546402,203.0,1694.0,859.2581953362622,295.01354396868317,834.0
NP0546403,514.0,1892.0,1242.6821087234432,226.09240664406377,1246.0
NP0546404,362.0,1829.0,1053.7405464403914,251.39316074460197,1058.0
NP0546405,386.0,1448.0,896.680046800468,223.79391072618262,901.0
NP0546406,462.0,1836.0,1103.5793633369924,250.31491562343686,1087.0
NP0546407,349.0,1793.0,966.6971575811257,301.178550641088,997.0
NP0546408,292.0,1786.0,920.2054650346925,287.83105324106725,916.0
NP0547301,111.0,1136.0,264.7551618547682,222.24485726550975,145.0
NP0547302,104.0,1156.0,301.58935264054514,224.26704567144415,181.0
NP0547303,103.0,129.0,112.78070885256514,3.744399939960743,112.0
NP0547401,100.0,116.0,106.35680272108844,2.458133379086731,106.0
NP0547402,100.0,202.0,115.17410714285714,13.203143118129969,111.0
NP0547403,97.0,116.0,106.4386565408065,2.3014844397461105,106.0
NP0547404,0.0,775.0,123.66819622893375,77.4240618344386,106.0
NP0548201,119.0,1052.0,255.579674432497,182.8594864103702,164.0
NP0548301,114.0,970.0,259.2865345695863,171.78967176398342,185.0
NP0548302,110.0,1113.0,267.76714380825564,208.08786822463412,156.0
NP0548303,107.0,161.0,126.28164100096247,10.259673939161745,124.0
NP0548304,88.0,110.0,97.99763001083424,3.6203286209352674,98.0
NP0548305,97.0,115.0,106.4082752797129,2.84852237393457,106.0
NP0548401,109.0,173.0,129.24233766233766,14.394108633969093,124.0
NP0548402,101.0,137.0,118.3521888185654,6.2810022613740175,118.0
NP0548403,97.0,134.0,110.92048929663609,5.759410806659329,110.0
NP0548404,101.0,130.0,111.92873510540788,4.490412350180339,111.0
NP0548405,93.0,114.0,104.18657577346617,2.860450929042896,104.0
NP0548406,104.0,127.0,111.70120708575011,2.2926130790942887,112.0
NP0548407,99.0,118.0,107.14485761355613,2.20951003743373,107.0
NP0548408,89.0,107.0,99.09945184025058,2.395239604170036,99.0
NP0548409,0.0,109.0,93.50374925014997,7.853897070911475,94.0
NP0548410,86.0,104.0,94.30167422938507,2.75308313778098,94.0
NP0548599,93.0,111.0,99.5341796875,2.998177133520033,99.0
NP0549301,106.0,977.0,248.61836832825773,183.83774562827986,152.0
NP0549302,94.0,1218.0,201.90284507392224,189.80656435012935,130.0
NP0549303,107.0,479.0,151.40526315789472,42.34193890651261,138.0
NP0549304,0.0,120.0,102.9297900778363,4.610007185509876,103.0
NP0549305,83.0,120.0,102.89385323585161,4.59869035820889,103.0
NP0549306,92.0,123.0,105.65495225405286,5.0357401757036895,105.0
NP0549401,0.0,847.0,192.29010882920835,146.00915123288686,135.0
NP0549402,79.0,107.0,96.59484118044605,2.477827872778286,97.0
NP0549403,91.0,116.0,100.91728162004462,4.19110030104963,100.0
NP0549404,89.0,116.0,101.28749170537492,4.972782204405574,100.0
NP0550301,472.0,2217.0,1091.650777793635,282.6177843212308,1059.0
NP0550302,795.0,2259.0,1247.9192226644814,279.9522742263234,1169.0
NP0550303,185.0,2251.0,796.1342173551359,338.76855005494656,749.0
NP0550401,956.0,2119.0,1551.7387529006662,204.80651010990525,1546.0
NP0550402,706.0,1783.0,1077.6422160856057,218.36254159293446,1025.0
NP0550403,361.0,1987.0,1166.7405738320565,296.494005595247,1143.0
NP0551301,654.0,2457.0,1211.38072971549,341.1820158508308,1163.0
NP0551302,661.0,2326.0,1345.1318641618498,302.1658860243355,1328.0
NP0551401,1038.0,2645.0,1639.468587434974,285.9592632417054,1592.0
NP0551402,907.0,2671.0,1609.3884398726427,353.63830800155375,1590.0
NP0551403,872.0,2029.0,1293.6423708813652,211.97683019615235,1274.0
NP0551404,773.0,1919.0,1165.0989650711513,201.1109270331467,1135.0
NP0551405,609.0,2121.0,1152.7235872235872,261.7610944762877,1144.0
NP0551406,604.0,2500.0,1469.5938908362543,404.74179439675214,1491.0
NP0551407,574.0,1672.0,1052.601150026137,229.59568432289515,1035.0
NP0551408,462.0,1646.0,1029.6887491578711,267.0825346345849,1045.0
NP0551409,471.0,2556.0,1340.6524406160272,481.29997378724346,1360.0
NP0551410,498.0,2523.0,1291.3839586609752,411.90699418655504,1279.0
NP0552401,953.0,5784.0,2886.9617895898473,999.2660932812115,2880.0
NP0552402,1233.0,4919.0,2800.5876445077006,626.445731303549,2785.0
NP0552403,1128.0,3987.0,2391.5341078015745,492.77777340883233,2346.0
NP0552598,2045.0,6995.0,4123.90046757295,707.5217039312821,4183.0
NP0554301,725.0,3497.0,1716.435200178681,471.49784054477215,1680.0
NP0554401,1397.0,2805.0,2059.264280089648,254.05052455317158,2045.0
NP0554402,1219.0,3018.0,2036.9514607988165,338.44702896086574,2024.0
NP0554403,1313.0,3606.0,2533.5016755371576,394.0066676298194,2520.0
NP0554404,1055.0,2718.0,1859.5520388463115,334.84878606314453,1857.0
NP0554405,875.0,3643.0,2219.5247015960194,592.9448292414515,2191.0
NP0554406,849.0,2730.0,1620.456059714664,270.0865833082712,1599.0
NP0554407,654.0,2906.0,1381.7768985814919,391.62004345751353,1361.0
NP0554408,793.0,2909.0,1688.0341074020319,410.1566511924216,1674.0
NP0554409,758.0,2148.0,1446.650261507975,254.43918677476702,1443.0
NP0555301,558.0,2113.0,1215.2620032973318,344.6981275326799,1216.0
NP0555302,539.0,2378.0,1204.8071420194676,325.6779119066326,1166.0
NP0555401,863.0,3586.0,1894.0626150361036,479.5343272805628,1842.0
NP0555402,1013.0,3275.0,1949.1054089279896,460.83733240983497,1907.0
NP0555403,859.0,2197.0,1377.1761006289307,245.89472178337007,1367.0
NP0555404,494.0,1855.0,1015.4364452183231,283.25079293587515,1010.0
NP0555405,696.0,1999.0,1220.0938061465722,267.0478886661881,1190.0
NP0555406,320.0,1790.0,743.1176498800959,310.8307939465782,694.0
NP0555407,375.0,1695.0,988.7181554804442,287.75475030686977,978.0
NP0556201,546.0,2047.0,775.8958566849547,273.31004790771675,656.0
NP0556202,288.0,1831.0,781.6039543682143,265.8846400059247,677.0
NP0556301,202.0,1015.0,373.7328134428817,164.5310278692087,296.0
NP0556401,417.0,1830.0,704.0864251931495,202.83977354017185,643.0
NP0556402,530.0,1219.0,679.833413149073,144.88776465617403,604.0
NP0556403,529.0,2030.0,900.1544175136826,342.8750293796847,744.0
NP0556404,0.0,852.0,402.2416217637009,140.50073139848766,378.0
NP0556405,364.0,1779.0,1026.8872556588333,309.6744317729931,1016.0
NP0556406,0.0,885.0,399.9706100167157,144.7280008990868,351.0
NP0556407,255.0,1187.0,495.5691359186747,237.48109908534826,406.0
NP0557201,137.0,165.0,149.86242733838296,3.8869790210440396,150.0
NP0557301,145.0,1045.0,256.1405179135716,167.9664731815518,182.0
NP0557401,132.0,162.0,148.07309833024118,4.312530804555301,148.0
NP0557402,142.0,947.0,220.31640499839796,134.49432397574654,170.0
NP0557403,137.0,164.0,149.54181122143797,4.02101693847921,149.0
NP0557404,126.0,167.0,142.59082965798453,7.990721867770837,141.0
NP0557405,129.0,1208.0,309.28914857126244,188.48309875502852,240.0
NP0557406,120.0,422.0,169.66052423256224,43.88858174761815,156.0
NP0558301,129.0,165.0,147.4772835394862,4.926501436893317,146.0
NP0558302,134.0,192.0,157.8551543389633,9.197454665623995,155.0
NP0558303,148.0,212.0,172.54366339491918,8.137670364317453,172.0
NP0558304,0.0,175.0,144.66655991801704,4.506278567449828,144.0
NP0558305,134.0,206.0,166.0543061802432,12.868412930060082,164.0
NP0558306,148.0,1305.0,264.389920716488,220.55782618985052,173.0
NP0558401,138.0,189.0,164.29569737222062,9.311052522314668,164.0
NP0558402,0.0,169.0,148.03364215782904,8.398451570270833,148.0
NP0558597,144.0,1576.0,409.48425620668775,249.0449480135273,324.0
NP0652301,760.0,5876.0,2702.30563861884,987.8265961785601,2613.0
NP0652302,675.0,2050.0,1187.8781377085963,303.8745917451761,1155.0
NP0652303,827.0,2846.0,1660.4226022469422,439.3684560339838,1618.0
NP0652401,717.0,2886.0,1504.5925300933739,487.4105143163014,1425.0
NP0652402,861.0,3854.0,2199.6726733847067,642.2995610856832,2202.0
NP0652403,1099.0,2689.0,1723.1340206185566,297.53210917836435,1687.0
NP0653301,523.0,2319.0,1221.7450844888315,367.13209540857696,1204.5
NP0653302,1187.0,2458.0,1663.1998428617646,241.83328703832493,1613.0
NP0653303,944.0,2396.0,1430.9477149054378,238.38122469371436,1415.0
NP0653401,643.0,2517.0,1215.7946166602883,323.8346255978246,1175.0
NP0653402,981.0,2112.0,1423.5309840917498,208.626143165096,1407.0
NP0653403,910.0,2480.0,1524.3779746835444,253.99514033216028,1505.0
NP0653404,331.0,2396.0,870.1880620866697,342.365816265752,804.0
NP0653405,837.0,2761.0,1565.5710346901944,367.1596838217601,1566.0
NP0653406,783.0,2114.0,1288.1010338047822,272.9699867937593,1259.0
NP0653407,752.0,2210.0,1510.4134347275033,223.14325974488108,1503.0
NP0659301,196.0,1997.0,712.8732860304351,391.89331214107426,593.0
NP0659302,381.0,1433.0,752.5902011011983,211.9710535411604,713.0
NP0659303,371.0,2251.0,1029.9087774391182,459.9873302349871,812.0
NP0659304,420.0,2128.0,922.6050087507292,368.7259716782872,844.0
NP0659305,454.0,2232.0,1022.3882617019872,424.74363326560336,946.0
NP0659401,213.0,1700.0,714.9417734515371,343.42476103995233,623.0
NP0659402,262.0,2146.0,740.2231507529373,290.1718916815119,685.0
NP0659403,646.0,2743.0,1585.6649699008499,334.7910707385477,1572.0
NP0659404,512.0,2301.0,1192.7786752323334,383.376172851322,1167.0
NP0660301,605.0,2879.0,1540.8268675687843,430.016012917074,1520.0
NP0660302,624.0,2661.0,1352.4927734776354,457.1904183539652,1292.0
NP0660303,761.0,5148.0,2301.590019967819,858.3220610233295,2158.0
NP0660401,928.0,4464.0,2502.344731817393,724.2969936880493,2451.0
NP0660402,951.0,4296.0,2327.0118479512917,593.6691913347908,2255.0
NP0660403,1250.0,5165.0,3069.525739306689,789.9676143777265,3002.0
NP0660404,617.0,2761.0,1509.1534234284752,446.78832184022485,1466.0
NP0661301,611.0,2722.0,1309.2638895096768,461.4219495510385,1212.0
NP0661302,596.0,2077.0,1163.1550464807437,274.09851491919386,1135.0
NP0661303,568.0,1910.0,1151.5479123723694,271.8487042600012,1126.0
NP0661304,709.0,2648.0,1287.6541047056428,371.8406313880186,1228.0
NP0661401,695.0,2977.0,1596.1149298170992,464.81982035621735,1552.0
NP0661402,755.0,3371.0,1528.87270501836,619.236198870914,1291.0
NP0661403,767.0,3553.0,1625.2851135978299,584.1704055250034,1516.0
NP0661404,847.0,3974.0,2113.6471071663377,611.9528499446712,2080.0
NP0661405,569.0,2714.0,1500.5449107265172,370.01388415606016,1510.0
NP0661406,665.0,2645.0,1358.2795475696184,359.064321352801,1334.0
NP0661407,752.0,3260.0,1766.0224351020004,493.7408153538469,1714.0
NP0662301,1583.0,5889.0,3354.553730034689,852.3403405966993,3286.0
NP0662302,2007.0,5857.0,3778.560636085226,807.480103085481,3799.0
NP0662401,0.0,6389.0,4707.018795069187,538.4341865332058,4766.0
NP0662402,2283.0,6236.0,4528.707645960461,772.1314749060974,4656.0
NP0662403,0.0,6026.0,4967.809890897103,402.915730378259,5001.0
NP0662404,1514.0,5076.0,3186.425351437221,690.7782259661817,3198.0
NP0662405,2175.0,7148.0,4408.155815113342,856.6812792182498,4589.0
NP0662406,0.0,7703.0,5059.527236225401,629.2436151326787,5166.0
NP0663301,2279.0,4123.0,2948.9119307765636,409.2830926629954,2914.0
NP0663401,2353.0,4139.0,3203.3789536502886,369.09676842246813,3212.0
NP0663402,2264.0,4124.0,3066.821452983107,388.00241788451274,3086.0
NP0663403,2399.0,6293.0,3991.931076923077,702.9275487425303,4005.0
NP0663404,2049.0,3793.0,2889.947731643851,378.0078713063344,2880.0
NP0663405,2019.0,4293.0,2913.5098206660973,387.88909485000283,2934.0
NP0663406,2202.0,4765.0,3514.1402332943558,599.6222128305061,3523.0
NP0663407,2355.0,5907.0,3614.7175705065247,621.1297595339636,3552.0
NP0664301,842.0,3867.0,2326.8872039102644,779.2218092166258,2371.0
NP0664302,744.0,4169.0,2192.585751237067,799.140306158141,2098.0
NP0664303,1328.0,4446.0,2888.5512073985274,592.1335164878196,2954.5
NP0664401,720.0,4113.0,2335.637334583724,648.3259274508168,2357.0
NP0664402,751.0,4357.0,2579.7527929901426,779.7511180049611,2634.0
NP0664403,846.0,4457.0,2391.8532262406893,850.279120540967,2347.5
NP0664404,953.0,4456.0,2745.0230855855857,656.8871999664923,2901.0
NP0664405,826.0,3458.0,2157.605831533477,530.9893477525266,2180.0
NP0664406,1107.0,4431.0,3145.6743985654066,582.033424759968,3252.0
NP0665301,1557.0,4974.0,3090.253079420308,623.726046321509,3077.0
NP0665401,1101.0,3895.0,2569.590569796786,608.3656811308038,2613.0
NP0665402,1177.0,4130.0,2528.7886364563365,598.7159653653366,2555.0
NP0665403,0.0,6350.0,4513.6061633292875,727.6643331052003,4620.0
NP0666401,0.0,6568.0,4784.512883443112,647.4259498510332,4907.0
NP0666402,0.0,6207.0,4562.331995315363,828.8451945642136,4763.0
NP0666403,0.0,6587.0,4429.85454883281,895.390105592642,4648.0
NP0666404,1345.0,4874.0,2968.2882080167033,687.6405558448747,3017.0
NP0666405,0.0,6083.0,4352.102883463109,793.808085011917,4513.0
NP0666406,1175.0,4139.0,2534.523099990629,625.7744923759614,2541.0
NP0666407,1210.0,4093.0,2640.3160996384886,647.9678118660529,2710.0
NP0767301,1056.0,5712.0,2836.0104601114413,977.2114417237449,2751.0
NP0767302,1089.0,3638.0,2095.830232662393,535.7113917974154,2070.0
NP0767401,0.0,6553.0,4462.735141830291,811.5492251110661,4599.0
NP0767402,1566.0,5333.0,3254.1801774495757,807.6877692814563,3193.0
NP0767403,1290.0,5580.0,2794.0111986819843,793.9308159499137,2687.0
NP0767404,811.0,2729.0,1818.2252236602103,414.4100625033444,1866.0
NP0767405,821.0,3324.0,1732.9378979846385,500.9937974550116,1695.0
NP0767406,963.0,3693.0,2085.0674564796905,559.1355187534011,2071.5
NP0767407,1002.0,4040.0,2360.3562347502248,691.0981779111492,2302.0
NP0767408,1264.0,3877.0,2417.1328589997947,565.6067552396074,2403.0
NP0767409,830.0,2961.0,1714.5564138908576,443.58183906853145,1675.0
NP0767410,1093.0,3653.0,2137.4775755177416,495.306571043698,2097.0
NP0767597,1592.0,3302.0,2476.0107836856714,380.5938948294195,2442.0
NP0768301,1076.0,5071.0,2809.9909064618746,839.1693296312668,2721.0
NP0768302,1038.0,4251.0,2546.7422535211267,739.7801226235679,2499.0
NP0768303,716.0,2486.0,1414.773589678725,326.0265468088043,1403.5
NP0768304,815.0,4363.0,2451.208298536328,839.6422621999784,2419.0
NP0768401,1074.0,6208.0,3570.333447056077,1032.4606733331982,3655.0
NP0768402,1362.0,5431.0,3001.0575132978724,802.82033171133,2883.0
NP0768403,1055.0,3085.0,2093.9945464141206,389.0839476651076,2090.0
NP0768404,985.0,4345.0,2635.019569386332,771.5481300652647,2698.0
NP0768405,977.0,3705.0,2303.8657695428724,701.575905795431,2352.5
NP0768597,1874.0,3154.0,2697.22123015873,275.436820575328,2707.0
NP0769301,535.0,2717.0,1241.4259924555415,442.9665050969955,1188.0
NP0769302,367.0,2171.0,1188.7131309686222,387.9159558693453,1168.0
NP0769303,643.0,2273.0,1452.7389116660454,349.45577051699837,1467.0
NP0769304,645.0,3128.0,1442.5864467005076,487.9302796049804,1356.5
NP0769401,411.0,2742.0,1222.4008897676717,401.1251865031537,1226.0
NP0769402,623.0,3343.0,1760.5786841520337,543.2731828968767,1715.0
NP0769403,623.0,2499.0,1292.5208494208493,367.5059528357023,1248.0
NP0769404,912.0,3798.0,2142.9484339851188,567.2773573190589,2100.0
NP0769405,319.0,2239.0,1142.3634506392514,370.9950069038703,1147.5
NP0769406,408.0,2201.0,1066.7388192622818,339.31653466322035,1036.0
NP0769597,1265.0,3262.0,2368.3571428571427,408.2355795838225,2359.0
NP0770301,540.0,2750.0,1491.4474721463107,580.9497890293627,1420.0
NP0770302,465.0,2784.0,1029.3607692307692,419.15237103160956,927.0
NP0770401,682.0,2503.0,1340.6788712686566,332.8298739616651,1323.0
NP0770402,787.0,3115.0,1886.4975895526943,441.51586331768823,1874.0
NP0770403,521.0,2778.0,1540.9889914094813,402.8492414845192,1535.0
NP0770404,761.0,2752.0,1619.8041456903811,388.47338155494344,1559.0
NP0770405,444.0,2736.0,1431.5143566111308,542.1235261839947,1395.0
NP0770406,308.0,2866.0,1378.2789888630357,502.4281477537493,1358.0
NP0770407,297.0,2875.0,1219.3521302944634,530.9936768226635,1157.0
NP0770597,1425.0,3285.0,2678.1493373303883,419.14674145562043,2811.0
NP0771201,0.0,218.0,182.2906628242075,11.852732724890735,182.0
NP0771301,175.0,1689.0,463.47994733890823,319.066776955134,299.0
NP0771302,165.0,1017.0,214.5567610886786,62.3041089985483,197.0
NP0771303,151.0,1521.0,272.83075026043326,219.64799719744667,184.0
NP0771304,0.0,178.0,153.41266169793542,8.830544448533239,151.0
NP0771305,132.0,182.0,151.188413194666,7.982413099725499,149.0
NP0771306,154.0,1512.0,311.54233938500704,238.1486455613308,205.0
NP0771401,190.0,1956.0,1011.0183016105417,390.4697331349513,1031.0
NP0771402,143.0,195.0,166.49697675170563,9.032377402467459,167.0
NP0771403,182.0,1753.0,739.6987429614244,339.0566301264502,701.0
NP0771404,145.0,174.0,154.38985973787078,3.615342896209402,154.0
NP0771405,155.0,459.0,195.17976980101443,42.278369910118364,176.0
NP0771406,146.0,202.0,168.07022728872002,11.724915396896334,168.0
NP0772301,0.0,226.0,194.32838589981446,27.95454229929431,197.0
NP0772302,0.0,1323.0,337.37098327642065,217.688255579157,236.0
NP0772303,192.0,1377.0,389.30278378632556,249.53637433225563,264.0
NP0772304,185.0,1479.0,340.9206709605672,247.70769859404678,225.0
NP0772305,176.0,1449.0,303.12005721267025,220.59272267674126,218.0
NP0772306,168.0,209.0,177.85218241838857,6.77500971498929,176.0
NP0772307,0.0,212.0,178.34397498363757,9.828612763294888,179.0
NP0772401,173.0,196.0,179.7516420361248,4.0743673605976225,178.0
NP0772402,171.0,239.0,196.86374269005847,13.390234987102168,196.0
NP0772597,175.0,1336.0,224.02714557331376,113.28952559838154,200.0
NP0773301,0.0,2557.0,856.9104848660811,418.66893070734113,755.0
NP0773302,881.0,2568.0,1776.3615922539,337.76277004942614,1740.0
NP0773401,358.0,2619.0,1401.655575915389,472.96827554884396,1413.0
NP0773402,618.0,2399.0,1480.075002516863,352.74797891372566,1460.0
NP0773403,627.0,2376.0,1309.5540183757525,338.0676527580463,1292.5
NP0773404,481.0,2552.0,1263.947226640669,443.2333832988351,1161.0
NP0773405,657.0,2651.0,1658.2408646138538,425.6955101268865,1657.0
NP0774301,0.0,2506.0,1457.1354749376903,439.9035373370326,1530.0
NP0774302,960.0,2724.0,1849.7529270037269,317.15960317516783,1844.0
NP0774303,540.0,2504.0,1460.5266020631448,393.19990703404295,1464.0
NP0774304,795.0,2403.0,1681.918183370326,296.38755574159234,1693.0
NP0774401,620.0,3046.0,1456.630983567516,443.6679041210744,1409.0
NP0774402,576.0,2423.0,1391.7352157698456,335.20533077808903,1388.0
NP0774403,1009.0,2635.0,1862.6307350468412,279.37807831100855,1844.0
NP0774404,0.0,2457.0,1155.6747916925756,410.0426992941185,1118.0
NP0774405,372.0,2085.0,1128.042799412197,366.4859677439524,1120.0
NP0774406,690.0,2843.0,1709.9816164141337,437.173842150422,1737.0
NP0775301,0.0,3228.0,1781.9170300855644,600.0046213961418,1781.0
NP0775302,639.0,2790.0,1454.939145884891,447.18594372849924,1421.0
NP0775401,0.0,6296.0,3755.0524282169445,927.4796076447742,3752.0
NP0775402,0.0,3583.0,2209.735341090577,580.402941884064,2189.0
NP0775403,1229.0,6388.0,3391.8737769792906,866.6096171998868,3329.0
NP0775404,0.0,2801.0,1364.919159016879,437.8785048002105,1347.0
NP0775405,880.0,3784.0,2315.9300190255603,578.9838253901152,2309.0
NP0775406,0.0,1916.0,1099.8957071606696,288.8500567097565,1114.0
NP0775407,860.0,4852.0,2393.772792534099,846.9722835033357,2298.0
